[2025-02-03 17:06:06,036 web_scraper.py->__init__():65]INFO: LinkedIn Scraper Class Initiated
[2025-02-03 17:06:52,366 web_scraper.py->download_image():434]INFO: Downloaded: 51_1719200085686.png
[2025-02-03 17:06:52,409 web_scraper.py->download_image():434]INFO: Downloaded: 51_1719199506279.png
[2025-02-03 17:06:52,451 web_scraper.py->download_image():434]INFO: Downloaded: 51_1719125877770.png
[2025-02-03 17:06:52,487 web_scraper.py->download_image():434]INFO: Downloaded: 51_1719030746126.png
[2025-02-03 17:06:52,488 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:06:52,489 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:06:52,490 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:06:52,490 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:06:52,491 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:52,491 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:52,491 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:52,491 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:52,491 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:52,523 web_scraper.py->download_image():434]INFO: Downloaded: 53_1719150897408.png
[2025-02-03 17:06:52,557 web_scraper.py->download_image():434]INFO: Downloaded: 53_1719140641165.png
[2025-02-03 17:06:52,590 web_scraper.py->download_image():434]INFO: Downloaded: 53_1719039833308.png
[2025-02-03 17:06:52,624 web_scraper.py->download_image():434]INFO: Downloaded: 53_1719038305932.png
[2025-02-03 17:06:52,624 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:06:52,625 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:06:52,625 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:06:52,626 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:06:52,626 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:52,626 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:52,627 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:52,627 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:52,627 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:53,373 web_scraper.py->download_image():434]INFO: Downloaded: 55_1715935976306.png
[2025-02-03 17:06:53,802 web_scraper.py->download_image():434]INFO: Downloaded: 55_1715935964335.png
[2025-02-03 17:06:54,693 web_scraper.py->download_image():434]INFO: Downloaded: 55_1715935984436.png
[2025-02-03 17:06:54,909 web_scraper.py->download_image():434]INFO: Downloaded: 55_1715935952566.png
[2025-02-03 17:06:54,910 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:06:54,911 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:06:54,911 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:06:54,911 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:06:54,912 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:54,913 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:06:54,913 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:06:54,914 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:06:54,914 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:06:54,915 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:54,915 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:54,915 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:54,915 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:54,915 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:55,179 web_scraper.py->download_image():434]INFO: Downloaded: 59_1715328968198.png
[2025-02-03 17:06:55,427 web_scraper.py->download_image():434]INFO: Downloaded: 59_1715328964848.png
[2025-02-03 17:06:55,810 web_scraper.py->download_image():434]INFO: Downloaded: 59_1715328968369.png
[2025-02-03 17:06:55,991 web_scraper.py->download_image():434]INFO: Downloaded: 59_1715328961652.png
[2025-02-03 17:06:55,992 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:06:55,993 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:06:55,994 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:06:55,994 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:06:55,995 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:55,995 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:55,995 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:55,995 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:55,995 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:56,243 web_scraper.py->download_image():434]INFO: Downloaded: 61_1714731015916.png
[2025-02-03 17:06:56,504 web_scraper.py->download_image():434]INFO: Downloaded: 61_1714731016339.png
[2025-02-03 17:06:56,682 web_scraper.py->download_image():434]INFO: Downloaded: 61_1714731008942.png
[2025-02-03 17:06:57,041 web_scraper.py->download_image():434]INFO: Downloaded: 61_1714731017819.png
[2025-02-03 17:06:57,044 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:06:57,045 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:06:57,046 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:06:57,047 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:06:57,049 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:57,049 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:57,050 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:57,055 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:57,057 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:57,427 web_scraper.py->download_image():434]INFO: Downloaded: 63_1714119984710.png
[2025-02-03 17:06:57,944 web_scraper.py->download_image():434]INFO: Downloaded: 63_1714119991123.png
[2025-02-03 17:06:58,231 web_scraper.py->download_image():434]INFO: Downloaded: 63_1714119986892.png
[2025-02-03 17:06:58,451 web_scraper.py->download_image():434]INFO: Downloaded: 63_1714119983070.png
[2025-02-03 17:06:58,452 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:06:58,452 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:06:58,453 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:06:58,453 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:06:58,454 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:58,454 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:58,454 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:58,454 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:58,454 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:58,598 web_scraper.py->download_image():434]INFO: Downloaded: 65_1713509780169.png
[2025-02-03 17:06:58,852 web_scraper.py->download_image():434]INFO: Downloaded: 65_1713509784707.png
[2025-02-03 17:06:59,138 web_scraper.py->download_image():434]INFO: Downloaded: 65_1713509783351.png
[2025-02-03 17:06:59,355 web_scraper.py->download_image():434]INFO: Downloaded: 65_1713509780108.png
[2025-02-03 17:06:59,356 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:06:59,356 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:06:59,356 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:06:59,356 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:06:59,357 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:59,357 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:59,357 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:59,357 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:59,357 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:59,403 web_scraper.py->download_image():434]INFO: Downloaded: 67_1712042431358.png
[2025-02-03 17:06:59,474 web_scraper.py->download_image():434]INFO: Downloaded: 67_1712042431279.png
[2025-02-03 17:06:59,517 web_scraper.py->download_image():434]INFO: Downloaded: 67_1712042430540.png
[2025-02-03 17:06:59,558 web_scraper.py->download_image():434]INFO: Downloaded: 67_1712042432592.png
[2025-02-03 17:06:59,559 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:06:59,559 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:06:59,559 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:06:59,560 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:06:59,560 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:59,560 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:59,560 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:59,560 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:59,560 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:06:59,938 web_scraper.py->download_image():434]INFO: Downloaded: 69_1711710033194.png
[2025-02-03 17:07:00,302 web_scraper.py->download_image():434]INFO: Downloaded: 69_1711710028346.png
[2025-02-03 17:07:00,672 web_scraper.py->download_image():434]INFO: Downloaded: 69_1711710024180.png
[2025-02-03 17:07:00,944 web_scraper.py->download_image():434]INFO: Downloaded: 69_1711710021687.png
[2025-02-03 17:07:00,945 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:00,945 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:00,946 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:00,946 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:00,947 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:00,947 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:00,947 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:00,947 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:00,947 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:00,981 web_scraper.py->download_image():434]INFO: Downloaded: 71_1711535665098.png
[2025-02-03 17:07:01,026 web_scraper.py->download_image():434]INFO: Downloaded: 71_1711535664998.png
[2025-02-03 17:07:01,063 web_scraper.py->download_image():434]INFO: Downloaded: 71_1711535665031.png
[2025-02-03 17:07:01,101 web_scraper.py->download_image():434]INFO: Downloaded: 71_1711535664490.png
[2025-02-03 17:07:01,103 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:01,103 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:01,103 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:01,103 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:01,104 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,104 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,104 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,104 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,105 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,135 web_scraper.py->download_image():434]INFO: Downloaded: 73_1711101863812.png
[2025-02-03 17:07:01,175 web_scraper.py->download_image():434]INFO: Downloaded: 73_1711101863951.png
[2025-02-03 17:07:01,206 web_scraper.py->download_image():434]INFO: Downloaded: 73_1711101863651.png
[2025-02-03 17:07:01,248 web_scraper.py->download_image():434]INFO: Downloaded: 73_1711101863415.png
[2025-02-03 17:07:01,249 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:01,249 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:01,250 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:01,250 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:01,251 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,251 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:01,252 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:01,252 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:01,252 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:01,253 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,253 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,253 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,253 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,291 web_scraper.py->download_image():434]INFO: Downloaded: 77_1710764870927.png
[2025-02-03 17:07:01,326 web_scraper.py->download_image():434]INFO: Downloaded: 77_1710764870813.png
[2025-02-03 17:07:01,360 web_scraper.py->download_image():434]INFO: Downloaded: 77_1710764871747.png
[2025-02-03 17:07:01,361 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:01,361 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:01,362 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:01,362 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:01,363 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,363 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:01,364 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:01,364 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:01,364 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:01,365 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,365 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,398 web_scraper.py->download_image():434]INFO: Downloaded: 81_1709642323839.png
[2025-02-03 17:07:01,399 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:01,399 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:01,399 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:01,399 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:01,400 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,401 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,401 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,401 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,401 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:01,401 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:03,022 web_scraper.py->download_image():434]INFO: Downloaded: 83_1709283902645.png
[2025-02-03 17:07:03,317 web_scraper.py->download_image():434]INFO: Downloaded: 83_1709283765917.png
[2025-02-03 17:07:04,138 web_scraper.py->download_image():434]INFO: Downloaded: 83_1709283826129.png
[2025-02-03 17:07:05,191 web_scraper.py->download_image():434]INFO: Downloaded: 83_1709283848189.png
[2025-02-03 17:07:05,507 web_scraper.py->download_image():434]INFO: Downloaded: 83_1709283766355.png
[2025-02-03 17:07:05,508 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:05,508 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:05,508 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:05,508 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:05,509 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,510 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:05,510 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:05,510 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:05,510 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:05,511 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,511 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,556 web_scraper.py->download_image():434]INFO: Downloaded: 87_1709039250140.png
[2025-02-03 17:07:05,557 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:05,557 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:05,558 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:05,558 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:05,559 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,559 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,559 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,559 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,559 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,559 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,593 web_scraper.py->download_image():434]INFO: Downloaded: 89_1708691396630.png
[2025-02-03 17:07:05,624 web_scraper.py->download_image():434]INFO: Downloaded: 89_1708691396894.png
[2025-02-03 17:07:05,654 web_scraper.py->download_image():434]INFO: Downloaded: 89_1708691398290.png
[2025-02-03 17:07:05,687 web_scraper.py->download_image():434]INFO: Downloaded: 89_1708691396358.png
[2025-02-03 17:07:05,718 web_scraper.py->download_image():434]INFO: Downloaded: 89_1708691396573.png
[2025-02-03 17:07:05,719 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:05,720 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:05,720 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:05,720 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:05,721 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,721 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,721 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,721 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,721 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:05,721 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:06,384 web_scraper.py->download_image():434]INFO: Downloaded: 91_1707480694825.png
[2025-02-03 17:07:06,957 web_scraper.py->download_image():434]INFO: Downloaded: 91_1707480690131.png
[2025-02-03 17:07:07,404 web_scraper.py->download_image():434]INFO: Downloaded: 91_1707480658465.png
[2025-02-03 17:07:07,737 web_scraper.py->download_image():434]INFO: Downloaded: 91_1707480612613.png
[2025-02-03 17:07:08,861 web_scraper.py->download_image():434]INFO: Downloaded: 91_1707480730685.png
[2025-02-03 17:07:08,862 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:08,862 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:08,862 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:08,862 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:08,863 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:08,863 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:08,864 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:08,864 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:08,864 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:08,865 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:08,865 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:08,894 web_scraper.py->download_image():434]INFO: Downloaded: 95_1732799288559.png
[2025-02-03 17:07:08,895 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:08,896 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:08,896 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:08,896 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:08,897 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:08,897 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:08,930 web_scraper.py->download_image():434]INFO: Downloaded: 97_1730203822351.png
[2025-02-03 17:07:08,931 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:08,932 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:08,932 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:08,932 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:08,933 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:08,933 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:08,965 web_scraper.py->download_image():434]INFO: Downloaded: 99_1730210049822.png
[2025-02-03 17:07:08,966 web_scraper.py->_extract_hashtags():257]INFO: Hastags Extracted
[2025-02-03 17:07:08,967 web_scraper.py->_clean_text():287]INFO: Text Cleaned
[2025-02-03 17:07:08,968 web_scraper.py->_extract_emojis():343]INFO: Emoji Extracted
[2025-02-03 17:07:08,968 web_scraper.py->_split_at_first_delimiter():318]INFO: Text Splitted into Heading and Content
[2025-02-03 17:07:08,968 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:08,968 web_scraper.py->is_valid_image():394]INFO: Image is Valid
[2025-02-03 17:07:10,143 web_scraper.py->download_image():434]INFO: Downloaded: 101_1723641789314.png
[2025-02-03 17:07:10,144 web_scraper.py->_scrape_linkedin_posts():525]INFO: Total unique posts found: 51
[2025-02-03 17:07:10,158 web_scraper.py->linkedin_scraper():132]INFO: Scraping complete. Data saved to post_data.json
[2025-02-03 17:07:10,158 web_scraper.py->linkedin_scraper():133]INFO: Total posts scraped: 51
